Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,Location,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Total_Number_of_Schools,Building,Boundary_Wall,Single_Class_Room,Separate_Room_for_Headmaster,Land_Available,Electricity,Functional_Electricity,Solar_Panel,Furniture,Playground,Library_or_Reading_Corner_or_Book_Bank,Librarian,Newspaper,Kitchen_Garden,Boy_Toilet,Functional_Boy_Toilet,Girl_Toilet,Functional_Girl_Toilet,Toilet_Facility,Functional_Toilet_Facility,Functional_Urinal_Boy,Functional_Urinal_Girl,Functional_Urinal,Functional_Toilet_and_Urinal,Drinking_Water,Functional_Drinking_Water,Water_Purifier,Rain_Water_Harvesting,Water_Tested,Handwash,Incinerator,WASH_Facility_Drinking_Water_Toilet_and_Handwash,Ramps,Medical_Checkup,Complete_Medical_Checkup,Internet,Computer_Available
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95621,BELHAR KALA,Rural,5,HSS (VI-XII),4,Government Aided,5,5,5,0,5,5,5,5,0,0,5,3,1,4,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,4,5,5,4,1,2,2
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95621,BELHAR KALA,Rural,5,HSS (VI-XII),5,Private Unaided (Recognized),1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95621,BELHAR KALA,Rural,6,SS (I-X),97,Madarsa recognized (by Wakf board/Madarsa Board) ,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95621,BELHAR KALA,Rural,7,SS (VI-X),5,Private Unaided (Recognized),5,5,5,0,3,1,4,4,0,0,3,0,0,1,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,1,3,0,2,0,0,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95621,BELHAR KALA,Rural,8,SS (IX-X),1,Department of Education,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95621,BELHAR KALA,Rural,8,SS (IX-X),5,Private Unaided (Recognized),2,2,2,0,2,2,2,2,0,0,1,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,1,2,1,1,1,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95621,BELHAR KALA,Rural,10,HSS (IX-XII),5,Private Unaided (Recognized),4,4,4,0,4,3,4,4,0,0,2,2,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,1,4,1,4,4,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,1,PS (I-V),1,Department of Education,71,71,51,0,67,13,39,40,2,0,54,61,1,9,7,71,71,69,68,71,71,29,31,32,32,71,71,1,2,3,63,0,63,64,70,65,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,1,PS (I-V),5,Private Unaided (Recognized),19,19,16,0,13,4,11,11,0,0,15,5,0,2,1,19,19,19,19,19,19,10,10,10,10,19,19,0,1,4,18,0,18,10,15,5,1,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,1,PS (I-V),97,Madarsa recognized (by Wakf board/Madarsa Board) ,9,9,7,0,5,2,5,5,0,0,9,2,0,1,0,8,8,9,9,9,9,3,3,3,3,9,9,0,0,1,9,0,9,4,7,3,0,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,2,UPS (I-VIII),1,Department of Education,18,18,13,0,18,5,7,11,0,0,16,16,1,1,2,18,18,18,18,18,18,7,7,7,7,18,18,0,1,0,15,5,15,12,17,15,0,4
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,2,UPS (I-VIII),4,Government Aided,2,2,2,0,2,1,2,2,0,0,1,0,0,0,2,2,2,2,2,2,2,1,1,1,1,2,2,0,0,0,2,0,2,1,2,1,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,2,UPS (I-VIII),5,Private Unaided (Recognized),4,4,4,0,4,2,3,3,0,0,4,3,0,2,0,4,4,4,4,4,4,4,4,4,4,4,4,1,0,1,4,0,4,4,4,2,0,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,2,UPS (I-VIII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,4,4,3,0,3,2,3,3,0,0,4,1,0,3,1,4,4,4,4,4,4,2,2,2,2,4,4,0,0,1,4,0,4,2,3,2,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,3,HSS (I-XII),5,Private Unaided (Recognized),1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,3,HSS (I-XII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,3,3,3,0,2,0,1,1,1,0,3,0,1,1,0,2,2,3,3,3,3,1,2,2,2,3,3,0,0,0,3,0,3,1,3,1,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,4,UPS (VI-VIII),1,Department of Education,25,25,16,0,24,11,16,18,0,0,22,23,0,4,2,23,21,25,24,25,25,12,13,13,13,25,25,1,0,4,25,8,25,19,25,25,0,4
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,4,UPS (VI-VIII),4,Government Aided,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,4,UPS (VI-VIII),5,Private Unaided (Recognized),4,4,3,0,4,2,4,4,0,0,4,1,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,1,4,2,1,0,0,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,5,HSS (VI-XII),4,Government Aided,4,4,4,0,4,3,4,4,1,0,4,1,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,4,1,4,4,4,0,1,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,5,HSS (VI-XII),5,Private Unaided (Recognized),4,4,4,0,4,4,3,3,0,0,4,2,2,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,2,4,0,4,2,3,1,1,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,6,SS (I-X),4,Government Aided,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,6,SS (I-X),5,Private Unaided (Recognized),1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,6,SS (I-X),97,Madarsa recognized (by Wakf board/Madarsa Board) ,10,10,8,0,6,2,5,5,0,0,7,0,1,5,1,8,8,10,10,10,10,5,7,7,7,10,10,0,0,1,10,0,10,1,9,0,0,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,7,SS (VI-X),4,Government Aided,2,2,2,0,2,2,1,1,0,0,2,0,0,2,2,2,2,1,1,2,2,0,0,0,0,2,2,0,0,0,2,0,2,1,1,1,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,7,SS (VI-X),5,Private Unaided (Recognized),3,3,3,0,3,2,3,3,0,0,3,1,0,3,0,3,3,3,3,3,3,2,2,2,2,3,3,1,1,2,2,1,2,0,1,1,1,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,8,SS (IX-X),5,Private Unaided (Recognized),2,2,2,0,1,0,2,2,0,0,2,1,1,2,0,2,2,2,2,2,2,1,1,1,1,2,2,1,0,1,1,0,1,1,2,0,1,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95622,SANTHA,Rural,10,HSS (IX-XII),5,Private Unaided (Recognized),3,3,3,0,3,1,3,3,1,0,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,1,3,1,3,1,1,1
